m,Cost,Algorithm
3,1.0000023906282400,Classical-Relaxed
3,1.000000532577740,Classical-Relaxed
3,1.0000005726565500,Classical-Relaxed
3,1.000000751799240,Classical-Relaxed
3,1.0000021913128500,Classical-Relaxed
3,3.0000006121111700,Classical-Relaxed
3,1.0000031360647500,Classical-Relaxed
3,1.0000002110894600,Classical-Relaxed
3,1.000000876067770,Classical-Relaxed
3,1.00000106662776,Classical-Relaxed
3,3.000000057475620,Classical-Relaxed
3,1.0000004885358700,Classical-Relaxed
3,1.0000003011102600,Classical-Relaxed
3,1.0000004279651100,Classical-Relaxed
3,1.0000014329833100,Classical-Relaxed
3,1.0000002471244300,Classical-Relaxed
3,1.0000020269594600,Classical-Relaxed
3,3.000000101670730,Classical-Relaxed
3,1.000000552511430,Classical-Relaxed
3,3.0000001638352400,Classical-Relaxed
3,1.0000003048474000,Classical-Relaxed
3,3.000000101850220,Classical-Relaxed
3,0.0030076980681537,Classical-Relaxed
3,0.002820290296698060,Classical-Relaxed
3,2.00000043588714,Classical-Relaxed
3,0.002474964738015370,Classical-Relaxed
3,2.0000002756336200,Classical-Relaxed
3,4.00000023780121,Classical-Relaxed
3,2.0000012951421600,Classical-Relaxed
3,2.000000289666980,Classical-Relaxed
3,0.0026942704067073000,Classical-Relaxed
3,0.0031627639540424800,Classical-Relaxed
3,2.0000026602414700,Classical-Relaxed
3,0.0029913871666126500,Classical-Relaxed
3,2.000001664231070,Classical-Relaxed
3,0.0032052356223598700,Classical-Relaxed
3,2.0000010701092900,Classical-Relaxed
3,0.0033272520417204300,Classical-Relaxed
3,0.003562613574011020,Classical-Relaxed
3,0.0033160953907506600,Classical-Relaxed
3,2.000001866102680,Classical-Relaxed
3,2.000000536898950,Classical-Relaxed
3,1.0000009734301000,Classical-Relaxed
3,1.0000004531984400,Classical-Relaxed
3,1.0000031327432800,Classical-Relaxed
3,1.0000018640018000,Classical-Relaxed
3,1.0000003217769600,Classical-Relaxed
3,1.000001099293450,Classical-Relaxed
3,1.0000021959153300,Classical-Relaxed
3,1.0000026546772800,Classical-Relaxed
3,1.000001394567430,Classical-Relaxed
3,1.0000002364015600,Classical-Relaxed
3,1.0000022060946300,Classical-Relaxed
3,1.000001943641550,Classical-Relaxed
3,1.0000004939334200,Classical-Relaxed
3,1.0000050265342700,Classical-Relaxed
3,1.0000018262702300,Classical-Relaxed
3,3.0000225529069600,Classical-Relaxed
3,1.0000002582960200,Classical-Relaxed
3,1.0000061744959500,Classical-Relaxed
3,1.0000019295639800,Classical-Relaxed
3,1.000001895175720,Classical-Relaxed
3,3.0000003490014000,Classical-Relaxed
3,1.0000006832562700,Classical-Relaxed
3,1.0000003842400100,Classical-Relaxed
3,1.00000046929404,Classical-Relaxed
3,1.0000028517514400,Classical-Relaxed
3,1.0000068083965500,Classical-Relaxed
3,1.0000010770697700,Classical-Relaxed
3,1.0000003217179500,Classical-Relaxed
3,1.0000014643036200,Classical-Relaxed
3,1.0000019300614600,Classical-Relaxed
3,1.0000031231870000,Classical-Relaxed
3,1.000001989627420,Classical-Relaxed
3,1.0000021430425700,Classical-Relaxed
3,3.000001742392600,Classical-Relaxed
3,1.0000001137799400,Classical-Relaxed
3,1.0000067037367300,Classical-Relaxed
3,1.0000005080610900,Classical-Relaxed
3,3.0000008773909600,Classical-Relaxed
3,1.000004411675990,Classical-Relaxed
3,3.0000048663801700,Classical-Relaxed
3,1.0000024753169100,Classical-Relaxed
3,1.000001939110570,Classical-Relaxed
3,1.0000008084786200,Classical-Relaxed
3,1.0000023333984200,Classical-Relaxed
3,1.0000025282019300,Classical-Relaxed
3,1.0000003474070200,Classical-Relaxed
3,3.000000382390030,Classical-Relaxed
3,3.000043659354160,Classical-Relaxed
3,1.000000421302040,Classical-Relaxed
3,1.0000008451652400,Classical-Relaxed
3,1.0000008649532700,Classical-Relaxed
3,3.00000035523924,Classical-Relaxed
3,1.000000641775120,Classical-Relaxed
3,3.000000101659000,Classical-Relaxed
3,1.0000004571264000,Classical-Relaxed
3,3.0000000506393900,Classical-Relaxed
3,1.0000053412843800,Classical-Relaxed
3,3.0000002189058600,Classical-Relaxed
3,1.0000003785472000,Classical-Relaxed
3,1.0000004488209800,Classical-Relaxed
4,2.0000062490975000,Classical-Relaxed
4,2.0000213171681700,Classical-Relaxed
4,0.011551731417249000,Classical-Relaxed
4,2.0000190301672800,Classical-Relaxed
4,2.000006650869380,Classical-Relaxed
4,0.01304434673237360,Classical-Relaxed
4,0.011068644266670200,Classical-Relaxed
4,0.015271178654515100,Classical-Relaxed
4,0.00970330864004418,Classical-Relaxed
4,0.010140931314191200,Classical-Relaxed
4,0.01404612804199680,Classical-Relaxed
4,2.0000174057355200,Classical-Relaxed
4,0.010601955061842900,Classical-Relaxed
4,0.012209387613274900,Classical-Relaxed
4,0.016403596337472300,Classical-Relaxed
4,4.000001594423480,Classical-Relaxed
4,0.012164025706379600,Classical-Relaxed
4,4.000002116635340,Classical-Relaxed
4,0.015326340525103500,Classical-Relaxed
4,0.010722798237990700,Classical-Relaxed
4,2.000009803330580,Classical-Relaxed
4,2.000001960877800,Classical-Relaxed
4,0.008797308830081510,Classical-Relaxed
4,6.000001516207130,Classical-Relaxed
4,4.000004515888250,Classical-Relaxed
4,2.0000170967515700,Classical-Relaxed
4,0.006772607545451450,Classical-Relaxed
4,0.005831699164663590,Classical-Relaxed
4,4.000001712961790,Classical-Relaxed
4,2.0000042944259900,Classical-Relaxed
4,4.000001114597910,Classical-Relaxed
4,2.0000020796096000,Classical-Relaxed
4,0.00950790994960445,Classical-Relaxed
4,4.000002471194080,Classical-Relaxed
4,2.0000088408651300,Classical-Relaxed
4,4.000002361240480,Classical-Relaxed
4,6.0000014457903,Classical-Relaxed
4,2.000000874500850,Classical-Relaxed
4,2.0000043484155200,Classical-Relaxed
4,0.008770356485849180,Classical-Relaxed
4,0.018828518320311300,Classical-Relaxed
4,2.0000266115048000,Classical-Relaxed
4,0.012903419494394300,Classical-Relaxed
4,0.014912601969404400,Classical-Relaxed
4,0.013997981651852200,Classical-Relaxed
4,0.01896247907631570,Classical-Relaxed
4,2.000057729147040,Classical-Relaxed
4,2.000061636803620,Classical-Relaxed
4,0.015383210156583200,Classical-Relaxed
4,0.0205260334372195,Classical-Relaxed
4,0.020149286713589800,Classical-Relaxed
4,0.014735142680330600,Classical-Relaxed
4,2.00003466131262,Classical-Relaxed
4,0.012147354625529800,Classical-Relaxed
4,2.000010056554930,Classical-Relaxed
4,4.000004622981690,Classical-Relaxed
4,0.016271200736830800,Classical-Relaxed
4,4.000006701045560,Classical-Relaxed
4,1.9957036358434300,Classical-Relaxed
4,2.0000379414441800,Classical-Relaxed
4,2.0000199386360900,Classical-Relaxed
4,0.0051660875518621200,Classical-Relaxed
4,2.0000212970766300,Classical-Relaxed
4,2.0000109102809600,Classical-Relaxed
4,0.01678577289412370,Classical-Relaxed
4,0.01799288964652670,Classical-Relaxed
4,2.000027051265510,Classical-Relaxed
4,2.0000188417919100,Classical-Relaxed
4,6.000002402239240,Classical-Relaxed
4,2.000038471953050,Classical-Relaxed
4,8.000003377682400,Classical-Relaxed
4,0.021552314139497200,Classical-Relaxed
4,2.000009092870040,Classical-Relaxed
4,2.000009659910440,Classical-Relaxed
4,2.00002211157867,Classical-Relaxed
4,0.009917864197323580,Classical-Relaxed
4,0.016473710391925700,Classical-Relaxed
4,2.00007670011841,Classical-Relaxed
4,2.000008171072880,Classical-Relaxed
4,2.0000312943362200,Classical-Relaxed
4,2.0000025872061300,Classical-Relaxed
4,6.0000006921228500,Classical-Relaxed
4,2.0000200123576300,Classical-Relaxed
4,0.0047536776162674800,Classical-Relaxed
4,2.000003541277120,Classical-Relaxed
4,2.0000221702568000,Classical-Relaxed
4,2.00001677054303,Classical-Relaxed
4,0.004896322272140270,Classical-Relaxed
4,2.0000028539583500,Classical-Relaxed
4,6.000000519970340,Classical-Relaxed
4,0.0036418750671068000,Classical-Relaxed
4,2.0000522476718800,Classical-Relaxed
4,4.000001899386580,Classical-Relaxed
4,2.0000028921303500,Classical-Relaxed
4,0.0037942606548554200,Classical-Relaxed
4,4.000000713450410,Classical-Relaxed
4,2.000018185962540,Classical-Relaxed
4,4.00000141494761,Classical-Relaxed
4,6.000000475534330,Classical-Relaxed
4,2.0000359235217700,Classical-Relaxed
4,1.000043622020320,Classical-Relaxed
4,7.000000072101030,Classical-Relaxed
4,1.000009257652620,Classical-Relaxed
4,1.0000191091729100,Classical-Relaxed
4,1.0000245792902500,Classical-Relaxed
4,1.0000513220085500,Classical-Relaxed
4,1.0000332022675200,Classical-Relaxed
4,1.0000289449481300,Classical-Relaxed
4,3.0000128385463000,Classical-Relaxed
4,1.0000987245507300,Classical-Relaxed
4,1.0000468201670800,Classical-Relaxed
4,1.0000356132890600,Classical-Relaxed
4,1.0000373638198500,Classical-Relaxed
4,3.0000009764291100,Classical-Relaxed
4,3.000010302218190,Classical-Relaxed
4,3.0000107314528800,Classical-Relaxed
4,1.000008379686300,Classical-Relaxed
4,3.000012437513120,Classical-Relaxed
4,1.0000345675522600,Classical-Relaxed
4,1.0000597731612400,Classical-Relaxed
4,1.0001911458051400,Classical-Relaxed
4,1.0000291904053200,Classical-Relaxed
4,1.0002348057812100,Classical-Relaxed
4,1.000026793044500,Classical-Relaxed
4,1.0016873902124500,Classical-Relaxed
4,1.0000414288867800,Classical-Relaxed
4,1.000021137868990,Classical-Relaxed
4,1.000044010321500,Classical-Relaxed
4,3.000005392796430,Classical-Relaxed
4,1.0000547038204500,Classical-Relaxed
4,1.0003578387169300,Classical-Relaxed
4,1.0000698499331300,Classical-Relaxed
4,1.000025338962270,Classical-Relaxed
4,3.0000028922269600,Classical-Relaxed
4,3.0000052137131600,Classical-Relaxed
4,1.0008271035712800,Classical-Relaxed
4,1.000059034655570,Classical-Relaxed
4,1.0001024826474000,Classical-Relaxed
4,1.0002840776761700,Classical-Relaxed
4,1.0000613385244900,Classical-Relaxed
4,3.00000185341889,Classical-Relaxed
4,3.000012687662910,Classical-Relaxed
4,3.0000002171315300,Classical-Relaxed
4,3.0000005070311100,Classical-Relaxed
4,3.0000046649297600,Classical-Relaxed
4,3.0000008853098900,Classical-Relaxed
4,9.000001139850530,Classical-Relaxed
4,3.0000007509320500,Classical-Relaxed
4,3.000004319810760,Classical-Relaxed
4,3.0000064945091700,Classical-Relaxed
4,3.000002166122250,Classical-Relaxed
4,3.0000008481610100,Classical-Relaxed
4,3.0000003155230000,Classical-Relaxed
4,1.000002056694190,Classical-Relaxed
4,3.0000004725837200,Classical-Relaxed
4,1.0000028847251100,Classical-Relaxed
4,3.0000103559392100,Classical-Relaxed
4,3.000008736709820,Classical-Relaxed
4,3.0000028737614000,Classical-Relaxed
4,3.000004772298700,Classical-Relaxed
4,0.004109856728016110,Classical-Relaxed
4,2.000002830564870,Classical-Relaxed
4,2.000002797613920,Classical-Relaxed
4,2.0000027053125900,Classical-Relaxed
4,4.000000374266500,Classical-Relaxed
4,2.000006824691900,Classical-Relaxed
4,4.000001064893300,Classical-Relaxed
4,2.000000622872640,Classical-Relaxed
4,0.005737393509226090,Classical-Relaxed
4,4.0000003150914,Classical-Relaxed
4,4.0000004340744600,Classical-Relaxed
4,2.0000065195626200,Classical-Relaxed
4,0.004310430253005360,Classical-Relaxed
4,0.006252201883707800,Classical-Relaxed
4,0.00623512660082148,Classical-Relaxed
4,0.007258040379075180,Classical-Relaxed
4,0.006685969259336730,Classical-Relaxed
4,2.0000044921626600,Classical-Relaxed
4,2.000004346135620,Classical-Relaxed
4,2.0000104691994500,Classical-Relaxed
4,0.014115142874135000,Classical-Relaxed
4,4.000003009831980,Classical-Relaxed
4,2.0000125834520500,Classical-Relaxed
4,0.016290049311837200,Classical-Relaxed
4,2.0000205021850800,Classical-Relaxed
4,0.015900254660250900,Classical-Relaxed
4,2.000013766307720,Classical-Relaxed
4,2.0000220345718100,Classical-Relaxed
4,2.000025056348130,Classical-Relaxed
4,0.021816319097885000,Classical-Relaxed
4,2.0000133812038400,Classical-Relaxed
4,2.0000083129459700,Classical-Relaxed
4,2.0000172861766600,Classical-Relaxed
4,0.020676970473281600,Classical-Relaxed
4,0.01622291850518480,Classical-Relaxed
4,0.017710646650396400,Classical-Relaxed
4,4.00000281693639,Classical-Relaxed
4,0.01962104020473640,Classical-Relaxed
4,2.0000171122394500,Classical-Relaxed
4,2.000050523066970,Classical-Relaxed
4,0.0036564011964052400,Classical-Relaxed
4,2.0000128780095900,Classical-Relaxed
4,4.000002361496360,Classical-Relaxed
4,2.0000128732877500,Classical-Relaxed
4,2.00000949858487,Classical-Relaxed
4,2.0000026727609900,Classical-Relaxed
4,2.0000138061831000,Classical-Relaxed
4,2.8291144794599300,Classical-Relaxed
4,2.1761101509669500,Classical-Relaxed
4,0.0038463031249607900,Classical-Relaxed
4,2.0000123474299900,Classical-Relaxed
4,0.0038063078061389400,Classical-Relaxed
4,2.000015952842930,Classical-Relaxed
4,4.000002620164650,Classical-Relaxed
4,0.0030819073763649400,Classical-Relaxed
4,2.000032290163480,Classical-Relaxed
4,2.0000125491743800,Classical-Relaxed
4,2.0000146338618500,Classical-Relaxed
4,4.000000395729650,Classical-Relaxed
4,4.000004825807300,Classical-Relaxed
4,1.0000415222686300,Classical-Relaxed
4,1.000061145713810,Classical-Relaxed
4,1.0000363875492200,Classical-Relaxed
4,1.0000212338092700,Classical-Relaxed
4,1.0000207418582200,Classical-Relaxed
4,1.0000223178411600,Classical-Relaxed
4,1.0000485708264900,Classical-Relaxed
4,3.000006486035280,Classical-Relaxed
4,1.0000234257681200,Classical-Relaxed
4,1.0000150012237200,Classical-Relaxed
4,1.0000203822013900,Classical-Relaxed
4,1.0000230738789300,Classical-Relaxed
4,1.000026888550880,Classical-Relaxed
4,1.0000396106977900,Classical-Relaxed
4,1.0000322147683100,Classical-Relaxed
4,2.7731929925419000,Classical-Relaxed
4,1.0000362095587000,Classical-Relaxed
4,1.0000543609976700,Classical-Relaxed
4,1.0000185370816700,Classical-Relaxed
4,3.000004841121870,Classical-Relaxed
4,4.0000037470771400,Classical-Relaxed
4,2.0000021468770100,Classical-Relaxed
4,4.000003588217580,Classical-Relaxed
4,2.0000017896233500,Classical-Relaxed
4,6.000002272832380,Classical-Relaxed
4,4.000003177255640,Classical-Relaxed
4,2.000000463762580,Classical-Relaxed
4,4.000004033975680,Classical-Relaxed
4,4.000006366642810,Classical-Relaxed
4,2.000001753808840,Classical-Relaxed
4,2.000002032363160,Classical-Relaxed
4,4.000004508633190,Classical-Relaxed
4,4.000002318149720,Classical-Relaxed
4,4.000004292669250,Classical-Relaxed
4,2.0000006554831800,Classical-Relaxed
4,6.000001151182240,Classical-Relaxed
4,2.00000126084197,Classical-Relaxed
4,2.0000006034816500,Classical-Relaxed
4,4.00000486062419,Classical-Relaxed
4,4.000002731457530,Classical-Relaxed
4,0.02222668004156760,Classical-Relaxed
4,0.02160821035977030,Classical-Relaxed
4,0.016889024317164200,Classical-Relaxed
4,0.018766235572682000,Classical-Relaxed
4,2.0000159166679500,Classical-Relaxed
4,6.000005435759100,Classical-Relaxed
4,0.022593970387627,Classical-Relaxed
4,6.000004487612430,Classical-Relaxed
4,0.0188190905976202,Classical-Relaxed
4,2.0000360108403900,Classical-Relaxed
4,2.000015115600670,Classical-Relaxed
4,2.0000305116687200,Classical-Relaxed
4,0.015216142297297300,Classical-Relaxed
4,4.000004625553230,Classical-Relaxed
4,4.000005354903830,Classical-Relaxed
4,6.00000653085549,Classical-Relaxed
4,8.000001633774650,Classical-Relaxed
4,2.000032849842850,Classical-Relaxed
4,4.000003740044390,Classical-Relaxed
4,0.02881851903913650,Classical-Relaxed
4,1.0000104002073500,Classical-Relaxed
4,1.0000216789430900,Classical-Relaxed
4,1.0000199206213200,Classical-Relaxed
4,1.0000097385934500,Classical-Relaxed
4,1.0000313345894700,Classical-Relaxed
4,1.0000227746830100,Classical-Relaxed
4,1.0000333034362300,Classical-Relaxed
4,3.0000047460184700,Classical-Relaxed
4,1.0000027417240100,Classical-Relaxed
4,1.0000004014944200,Classical-Relaxed
4,1.0000044220551600,Classical-Relaxed
4,1.000000724642940,Classical-Relaxed
4,1.0000110952485800,Classical-Relaxed
4,3.0000008861595500,Classical-Relaxed
4,1.0000371476543700,Classical-Relaxed
4,1.0000028562997300,Classical-Relaxed
4,1.0000035252142400,Classical-Relaxed
4,1.000024784899080,Classical-Relaxed
4,1.00001462527692,Classical-Relaxed
4,3.0000077332783200,Classical-Relaxed
4,1.000004760348060,Classical-Relaxed
4,1.0000057840182800,Classical-Relaxed
4,5.000000386230030,Classical-Relaxed
4,1.0000024167054900,Classical-Relaxed
4,1.0000204731315500,Classical-Relaxed
4,3.0000012061852700,Classical-Relaxed
4,5.000000535112210,Classical-Relaxed
4,9.000000664500170,Classical-Relaxed
4,3.00000022575723,Classical-Relaxed
4,3.0000010133127800,Classical-Relaxed
4,1.000004249029140,Classical-Relaxed
4,3.0000008837681900,Classical-Relaxed
4,1.000013609840760,Classical-Relaxed
4,5.000000407271350,Classical-Relaxed
4,1.000008568959410,Classical-Relaxed
4,5.000005244815250,Classical-Relaxed
4,9.000000341571060,Classical-Relaxed
4,1.0000115052887200,Classical-Relaxed
4,3.0000031795685200,Classical-Relaxed
4,1.000006542399180,Classical-Relaxed
4,2.0000022813073400,Classical-Relaxed
4,4.000000600048490,Classical-Relaxed
4,2.0000071160065900,Classical-Relaxed
4,0.0062237834578168400,Classical-Relaxed
4,2.000005984866390,Classical-Relaxed
4,4.000015408336120,Classical-Relaxed
4,2.000006858780070,Classical-Relaxed
4,2.0000034980015600,Classical-Relaxed
4,2.000001250510880,Classical-Relaxed
4,2.0000030909769200,Classical-Relaxed
4,2.0000068276570400,Classical-Relaxed
4,0.008169339444906990,Classical-Relaxed
4,0.0034621418538278200,Classical-Relaxed
4,2.0000062310738400,Classical-Relaxed
4,2.000023610411880,Classical-Relaxed
4,2.0000106891094700,Classical-Relaxed
4,0.00482404991903863,Classical-Relaxed
4,4.000001627031830,Classical-Relaxed
4,2.0000137286196000,Classical-Relaxed
4,0.005024556722041530,Classical-Relaxed
4,1.000005052947330,Classical-Relaxed
4,3.000025602738340,Classical-Relaxed
4,1.0000063556318400,Classical-Relaxed
4,5.000000565454130,Classical-Relaxed
4,1.0000026210242700,Classical-Relaxed
4,1.0000044176262200,Classical-Relaxed
4,3.000001353279610,Classical-Relaxed
4,1.0000146493967100,Classical-Relaxed
4,1.0000180065845800,Classical-Relaxed
4,1.0000039556005800,Classical-Relaxed
4,1.000004077200960,Classical-Relaxed
4,3.0000019429617700,Classical-Relaxed
4,1.0000091952660600,Classical-Relaxed
4,1.000007076037130,Classical-Relaxed
4,1.0000023923116000,Classical-Relaxed
4,3.0000100207123700,Classical-Relaxed
4,1.0000055877115600,Classical-Relaxed
4,1.0000048849451600,Classical-Relaxed
4,3.0000002063156800,Classical-Relaxed
4,1.0000039494285500,Classical-Relaxed
4,3.0000017631353,Classical-Relaxed
4,3.0000003468851200,Classical-Relaxed
4,5.000000296702900,Classical-Relaxed
4,1.0000010401031700,Classical-Relaxed
4,3.00000354921173,Classical-Relaxed
4,3.0000026610363500,Classical-Relaxed
4,5.000000166259450,Classical-Relaxed
4,7.000000167927520,Classical-Relaxed
4,3.000002002707690,Classical-Relaxed
4,1.000001906657870,Classical-Relaxed
4,3.0000020760454300,Classical-Relaxed
4,5.000000845314820,Classical-Relaxed
4,5.000000535920590,Classical-Relaxed
4,5.000000998382450,Classical-Relaxed
4,1.0000021402190500,Classical-Relaxed
4,7.000000926517510,Classical-Relaxed
4,1.0000028818065500,Classical-Relaxed
4,3.000002060715790,Classical-Relaxed
4,3.000002561095290,Classical-Relaxed
4,5.00000019598278,Classical-Relaxed
4,1.000038331457280,Classical-Relaxed
4,1.0001389618648200,Classical-Relaxed
4,1.0000178805645300,Classical-Relaxed
4,1.0000410258982200,Classical-Relaxed
4,1.00002003009922,Classical-Relaxed
4,3.000003876608080,Classical-Relaxed
4,3.0000286623168700,Classical-Relaxed
4,1.0000238978264200,Classical-Relaxed
4,1.0000178395875800,Classical-Relaxed
4,1.0000349670696700,Classical-Relaxed
4,1.000049317485830,Classical-Relaxed
4,1.0001569898267500,Classical-Relaxed
4,1.0000377196095200,Classical-Relaxed
4,3.0000036542743900,Classical-Relaxed
4,1.0000305934518200,Classical-Relaxed
4,1.000115558449640,Classical-Relaxed
4,1.0000396980682300,Classical-Relaxed
4,1.0000606792352800,Classical-Relaxed
4,1.0000434819232500,Classical-Relaxed
4,1.0000318818427000,Classical-Relaxed
4,0.02530770166689480,Classical-Relaxed
4,0.017630222415725200,Classical-Relaxed
4,2.000026127800290,Classical-Relaxed
4,0.009284890826576610,Classical-Relaxed
4,2.0000178389332400,Classical-Relaxed
4,2.000017408878940,Classical-Relaxed
4,0.016634766226148200,Classical-Relaxed
4,2.0000471377559100,Classical-Relaxed
4,2.000019676436710,Classical-Relaxed
4,0.015543718761847600,Classical-Relaxed
4,0.01602092491132750,Classical-Relaxed
4,0.014652354150182500,Classical-Relaxed
4,1.0974380074722800,Classical-Relaxed
4,2.000018801921510,Classical-Relaxed
4,1.0018051328207400,Classical-Relaxed
4,2.0000134708311600,Classical-Relaxed
4,0.015513484410589800,Classical-Relaxed
4,0.014368080228774300,Classical-Relaxed
4,6.000004066948410,Classical-Relaxed
4,0.017567045592945100,Classical-Relaxed
4,0.004629025818524710,Classical-Relaxed
4,0.007492210820818500,Classical-Relaxed
4,0.004266892003781120,Classical-Relaxed
4,2.000001950739700,Classical-Relaxed
4,0.004206719770447100,Classical-Relaxed
4,2.00000273373977,Classical-Relaxed
4,6.0000002859658000,Classical-Relaxed
4,0.005273078041645440,Classical-Relaxed
4,0.005630924160625630,Classical-Relaxed
4,0.004511370062618230,Classical-Relaxed
4,2.0000007029618900,Classical-Relaxed
4,6.000000503997400,Classical-Relaxed
4,2.0000012118473200,Classical-Relaxed
4,0.004394247873035000,Classical-Relaxed
4,2.0000022462554200,Classical-Relaxed
4,2.0000055586326100,Classical-Relaxed
4,0.00597625078152261,Classical-Relaxed
4,0.006251054909547810,Classical-Relaxed
4,0.004812347771993040,Classical-Relaxed
4,4.000000283500010,Classical-Relaxed
4,1.0000790493769500,Classical-Relaxed
4,3.000008186042890,Classical-Relaxed
4,7.00000053998225,Classical-Relaxed
4,1.000069130713650,Classical-Relaxed
4,5.000002871224640,Classical-Relaxed
4,7.000001011163040,Classical-Relaxed
4,7.000000655622570,Classical-Relaxed
4,7.000006623020420,Classical-Relaxed
4,3.000006870639120,Classical-Relaxed
4,5.000000775495950,Classical-Relaxed
4,7.000000835067530,Classical-Relaxed
4,5.0000020603414200,Classical-Relaxed
4,3.000012312050120,Classical-Relaxed
4,5.000002102702900,Classical-Relaxed
4,5.000002989158760,Classical-Relaxed
4,5.000002613563200,Classical-Relaxed
4,3.0000105965242900,Classical-Relaxed
4,5.000003816796790,Classical-Relaxed
4,3.0000031827760400,Classical-Relaxed
4,5.000007933042010,Classical-Relaxed
4,3.000012207218510,Classical-Relaxed
4,5.000002482041830,Classical-Relaxed
4,1.000040883849550,Classical-Relaxed
4,1.000037056469490,Classical-Relaxed
4,1.0000845583869500,Classical-Relaxed
4,3.0000065097119900,Classical-Relaxed
4,3.0000119822079600,Classical-Relaxed
4,3.000004065485860,Classical-Relaxed
4,1.000053037264760,Classical-Relaxed
4,1.0000040993155700,Classical-Relaxed
4,1.0000325824710200,Classical-Relaxed
4,1.0000630104513400,Classical-Relaxed
4,1.000003374411100,Classical-Relaxed
4,1.000096440513600,Classical-Relaxed
4,1.0000048652531100,Classical-Relaxed
4,5.0000045101974700,Classical-Relaxed
4,1.0000873762297300,Classical-Relaxed
4,7.0000009724749000,Classical-Relaxed
4,1.0000521744600200,Classical-Relaxed
4,1.0000473263630000,Classical-Relaxed
4,1.0000385609372800,Classical-Relaxed
4,1.0000809691935500,Classical-Relaxed
4,1.0000646160463200,Classical-Relaxed
4,5.000001845316800,Classical-Relaxed
4,1.0000535812769600,Classical-Relaxed
4,1.0000533020327900,Classical-Relaxed
4,3.0000075292448500,Classical-Relaxed
4,3.0000085626878500,Classical-Relaxed
4,3.0000080460029300,Classical-Relaxed
4,1.0000667344708500,Classical-Relaxed
4,1.000046641608070,Classical-Relaxed
4,1.0000538863044100,Classical-Relaxed
4,1.0000389235318400,Classical-Relaxed
4,1.000029036479180,Classical-Relaxed
4,1.0000586701397800,Classical-Relaxed
4,1.00004685286529,Classical-Relaxed
4,1.000031306994210,Classical-Relaxed
4,1.0000079573110900,Classical-Relaxed
4,3.000005158537060,Classical-Relaxed
4,1.0000769466988800,Classical-Relaxed
5,1.0007201414840200,Classical-Relaxed
5,13.00000076869020,Classical-Relaxed
5,1.000088681352060,Classical-Relaxed
5,7.000004994071860,Classical-Relaxed
5,1.0009819754046300,Classical-Relaxed
5,1.0006680725968500,Classical-Relaxed
5,1.0001079999352900,Classical-Relaxed
5,1.0002016846508500,Classical-Relaxed
5,7.000009625313630,Classical-Relaxed
5,1.0007869656090400,Classical-Relaxed
5,5.0000261486344400,Classical-Relaxed
5,13.000001010712100,Classical-Relaxed
5,3.000028945772370,Classical-Relaxed
5,1.0002014253629700,Classical-Relaxed
5,5.000012684954170,Classical-Relaxed
5,1.0013583936209300,Classical-Relaxed
5,11.000009377348000,Classical-Relaxed
5,1.000106560243220,Classical-Relaxed
5,1.0001421497261900,Classical-Relaxed
5,7.000002283342730,Classical-Relaxed
5,7.000008203796560,Classical-Relaxed
5,3.000018492453360,Classical-Relaxed
5,1.0000160992444900,Classical-Relaxed
5,1.0000462319971600,Classical-Relaxed
5,3.0000051510958700,Classical-Relaxed
5,1.0000128430056700,Classical-Relaxed
5,1.0000177765421300,Classical-Relaxed
5,1.0000130702056500,Classical-Relaxed
5,7.000005438666120,Classical-Relaxed
5,1.0000245090025300,Classical-Relaxed
5,7.000002341606630,Classical-Relaxed
5,1.000018945300030,Classical-Relaxed
5,3.0000201172201800,Classical-Relaxed
5,5.000007856032350,Classical-Relaxed
5,3.000001910188980,Classical-Relaxed
5,7.0000024880871000,Classical-Relaxed
5,1.0000354951583700,Classical-Relaxed
5,3.00000509891605,Classical-Relaxed
5,3.000030916432490,Classical-Relaxed
5,5.000001135136940,Classical-Relaxed
5,1.0002623506047700,Classical-Relaxed
5,1.0002666436106600,Classical-Relaxed
5,1.0000976661132800,Classical-Relaxed
5,5.0000156099525200,Classical-Relaxed
5,9.000004912410970,Classical-Relaxed
5,1.000067831392490,Classical-Relaxed
5,5.000013902967090,Classical-Relaxed
5,1.0005993080284400,Classical-Relaxed
5,1.0001485234136700,Classical-Relaxed
5,1.0000904877494600,Classical-Relaxed
5,3.0000466219254500,Classical-Relaxed
5,1.0000523743639000,Classical-Relaxed
5,1.0006917802117500,Classical-Relaxed
5,1.0000854804982100,Classical-Relaxed
5,1.0000269733275400,Classical-Relaxed
5,1.0000169826844900,Classical-Relaxed
5,1.0000952308101300,Classical-Relaxed
5,3.0001257369273100,Classical-Relaxed
5,3.0000752231667900,Classical-Relaxed
5,1.000025540294940,Classical-Relaxed
5,10.000023377166400,Classical-Relaxed
5,6.000002343313170,Classical-Relaxed
5,12.00000198259560,Classical-Relaxed
5,12.00000846999630,Classical-Relaxed
5,2.0000012125884500,Classical-Relaxed
5,14.000006451282900,Classical-Relaxed
5,12.000002592843900,Classical-Relaxed
5,2.0000021986008200,Classical-Relaxed
5,10.000015763828300,Classical-Relaxed
5,6.000001513094690,Classical-Relaxed
5,12.000009222208500,Classical-Relaxed
5,10.00002316150650,Classical-Relaxed
5,0.00328473470401785,Classical-Relaxed
5,12.000001428301600,Classical-Relaxed
5,6.000000615665730,Classical-Relaxed
