n,Cost,Algorithm
9,159.0,Goemans-Williamson
9,173.0,Goemans-Williamson
9,151.0,Goemans-Williamson
9,7.0,Goemans-Williamson
9,525.0,Goemans-Williamson
9,239.0,Goemans-Williamson
9,143.0,Goemans-Williamson
9,245.0,Goemans-Williamson
9,201.0,Goemans-Williamson
9,403.0,Goemans-Williamson
9,481.0,Goemans-Williamson
9,289.0,Goemans-Williamson
9,377.0,Goemans-Williamson
9,487.0,Goemans-Williamson
9,388.0,Goemans-Williamson
9,62.0,Goemans-Williamson
9,346.0,Goemans-Williamson
9,234.0,Goemans-Williamson
9,130.0,Goemans-Williamson
9,214.0,Goemans-Williamson
9,150.0,Goemans-Williamson
9,154.0,Goemans-Williamson
9,48.0,Goemans-Williamson
9,198.0,Goemans-Williamson
9,472.0,Goemans-Williamson
9,34.0,Goemans-Williamson
9,90.0,Goemans-Williamson
9,48.0,Goemans-Williamson
9,146.0,Goemans-Williamson
9,60.0,Goemans-Williamson
9,14.0,Goemans-Williamson
9,90.0,Goemans-Williamson
9,168.0,Goemans-Williamson
9,8.0,Goemans-Williamson
9,272.0,Goemans-Williamson
9,212.0,Goemans-Williamson
9,72.0,Goemans-Williamson
9,228.0,Goemans-Williamson
9,256.0,Goemans-Williamson
9,96.0,Goemans-Williamson
9,206.0,Goemans-Williamson
9,72.0,Goemans-Williamson
9,378.0,Goemans-Williamson
9,184.0,Goemans-Williamson
9,120.0,Goemans-Williamson
9,48.0,Goemans-Williamson
9,704.0,Goemans-Williamson
9,222.0,Goemans-Williamson
9,162.0,Goemans-Williamson
9,142.0,Goemans-Williamson
9,218.0,Goemans-Williamson
9,150.0,Goemans-Williamson
9,218.0,Goemans-Williamson
9,428.0,Goemans-Williamson
9,323.0,Goemans-Williamson
9,183.0,Goemans-Williamson
9,217.0,Goemans-Williamson
9,279.0,Goemans-Williamson
9,155.0,Goemans-Williamson
9,291.0,Goemans-Williamson
9,291.0,Goemans-Williamson
9,17.0,Goemans-Williamson
9,119.0,Goemans-Williamson
9,47.0,Goemans-Williamson
9,281.0,Goemans-Williamson
9,185.0,Goemans-Williamson
9,115.0,Goemans-Williamson
9,189.0,Goemans-Williamson
9,253.0,Goemans-Williamson
9,251.0,Goemans-Williamson
9,289.0,Goemans-Williamson
9,155.0,Goemans-Williamson
9,191.0,Goemans-Williamson
9,115.0,Goemans-Williamson
9,75.0,Goemans-Williamson
9,375.0,Goemans-Williamson
9,529.0,Goemans-Williamson
9,35.0,Goemans-Williamson
9,267.0,Goemans-Williamson
9,331.0,Goemans-Williamson
9,9.0,Goemans-Williamson
9,107.0,Goemans-Williamson
9,35.0,Goemans-Williamson
9,87.0,Goemans-Williamson
9,613.0,Goemans-Williamson
9,63.0,Goemans-Williamson
9,331.0,Goemans-Williamson
9,305.0,Goemans-Williamson
9,33.0,Goemans-Williamson
9,129.0,Goemans-Williamson
9,473.0,Goemans-Williamson
9,293.0,Goemans-Williamson
9,139.0,Goemans-Williamson
9,453.0,Goemans-Williamson
9,158.0,Goemans-Williamson
9,122.0,Goemans-Williamson
9,240.0,Goemans-Williamson
9,150.0,Goemans-Williamson
9,224.0,Goemans-Williamson
9,196.0,Goemans-Williamson
9,126.0,Goemans-Williamson
9,336.0,Goemans-Williamson
9,56.0,Goemans-Williamson
9,272.0,Goemans-Williamson
9,278.0,Goemans-Williamson
9,84.0,Goemans-Williamson
9,72.0,Goemans-Williamson
9,160.0,Goemans-Williamson
9,156.0,Goemans-Williamson
9,70.0,Goemans-Williamson
9,30.0,Goemans-Williamson
9,20.0,Goemans-Williamson
9,270.0,Goemans-Williamson
9,262.0,Goemans-Williamson
9,36.0,Goemans-Williamson
9,78.0,Goemans-Williamson
9,78.0,Goemans-Williamson
9,106.0,Goemans-Williamson
9,420.0,Goemans-Williamson
9,40.0,Goemans-Williamson
9,722.0,Goemans-Williamson
9,182.0,Goemans-Williamson
9,202.0,Goemans-Williamson
9,30.0,Goemans-Williamson
9,438.0,Goemans-Williamson
9,220.0,Goemans-Williamson
9,202.0,Goemans-Williamson
9,230.0,Goemans-Williamson
9,212.0,Goemans-Williamson
9,506.0,Goemans-Williamson
9,172.0,Goemans-Williamson
9,120.0,Goemans-Williamson
9,126.0,Goemans-Williamson
9,120.0,Goemans-Williamson
9,23.0,Goemans-Williamson
9,249.0,Goemans-Williamson
9,23.0,Goemans-Williamson
9,57.0,Goemans-Williamson
9,117.0,Goemans-Williamson
9,63.0,Goemans-Williamson
9,111.0,Goemans-Williamson
9,307.0,Goemans-Williamson
9,357.0,Goemans-Williamson
9,147.0,Goemans-Williamson
9,7.0,Goemans-Williamson
9,117.0,Goemans-Williamson
9,549.0,Goemans-Williamson
9,81.0,Goemans-Williamson
9,75.0,Goemans-Williamson
9,43.0,Goemans-Williamson
9,111.0,Goemans-Williamson
9,197.0,Goemans-Williamson
9,111.0,Goemans-Williamson
9,55.0,Goemans-Williamson
10,136.0,Goemans-Williamson
10,176.0,Goemans-Williamson
10,320.0,Goemans-Williamson
10,360.0,Goemans-Williamson
10,222.0,Goemans-Williamson
10,236.0,Goemans-Williamson
10,150.0,Goemans-Williamson
10,100.0,Goemans-Williamson
10,432.0,Goemans-Williamson
10,140.0,Goemans-Williamson
10,80.0,Goemans-Williamson
10,8.0,Goemans-Williamson
10,218.0,Goemans-Williamson
10,380.0,Goemans-Williamson
10,174.0,Goemans-Williamson
10,18.0,Goemans-Williamson
10,162.0,Goemans-Williamson
10,294.0,Goemans-Williamson
10,142.0,Goemans-Williamson
10,242.0,Goemans-Williamson
10,3.0,Goemans-Williamson
10,23.0,Goemans-Williamson
10,329.0,Goemans-Williamson
10,23.0,Goemans-Williamson
10,219.0,Goemans-Williamson
10,1.0,Goemans-Williamson
10,35.0,Goemans-Williamson
10,69.0,Goemans-Williamson
10,211.0,Goemans-Williamson
10,567.0,Goemans-Williamson
10,377.0,Goemans-Williamson
10,535.0,Goemans-Williamson
10,123.0,Goemans-Williamson
10,259.0,Goemans-Williamson
10,395.0,Goemans-Williamson
10,33.0,Goemans-Williamson
10,259.0,Goemans-Williamson
10,137.0,Goemans-Williamson
10,139.0,Goemans-Williamson
10,517.0,Goemans-Williamson
10,36.0,Goemans-Williamson
10,92.0,Goemans-Williamson
10,414.0,Goemans-Williamson
10,62.0,Goemans-Williamson
10,556.0,Goemans-Williamson
10,92.0,Goemans-Williamson
10,644.0,Goemans-Williamson
10,276.0,Goemans-Williamson
10,114.0,Goemans-Williamson
10,38.0,Goemans-Williamson
10,36.0,Goemans-Williamson
10,2.0,Goemans-Williamson
10,274.0,Goemans-Williamson
10,8.0,Goemans-Williamson
10,396.0,Goemans-Williamson
10,100.0,Goemans-Williamson
10,358.0,Goemans-Williamson
10,170.0,Goemans-Williamson
10,340.0,Goemans-Williamson
10,264.0,Goemans-Williamson
10,600.0,Goemans-Williamson
10,214.0,Goemans-Williamson
10,14.0,Goemans-Williamson
10,516.0,Goemans-Williamson
10,488.0,Goemans-Williamson
10,222.0,Goemans-Williamson
10,286.0,Goemans-Williamson
10,102.0,Goemans-Williamson
10,276.0,Goemans-Williamson
10,278.0,Goemans-Williamson
10,366.0,Goemans-Williamson
10,192.0,Goemans-Williamson
10,94.0,Goemans-Williamson
10,706.0,Goemans-Williamson
10,176.0,Goemans-Williamson
10,202.0,Goemans-Williamson
10,478.0,Goemans-Williamson
10,94.0,Goemans-Williamson
10,134.0,Goemans-Williamson
10,232.0,Goemans-Williamson
10,169.0,Goemans-Williamson
10,107.0,Goemans-Williamson
10,301.0,Goemans-Williamson
10,169.0,Goemans-Williamson
10,193.0,Goemans-Williamson
10,51.0,Goemans-Williamson
10,187.0,Goemans-Williamson
10,233.0,Goemans-Williamson
10,159.0,Goemans-Williamson
10,89.0,Goemans-Williamson
10,205.0,Goemans-Williamson
10,471.0,Goemans-Williamson
10,23.0,Goemans-Williamson
10,51.0,Goemans-Williamson
10,373.0,Goemans-Williamson
10,51.0,Goemans-Williamson
10,221.0,Goemans-Williamson
10,351.0,Goemans-Williamson
10,317.0,Goemans-Williamson
10,197.0,Goemans-Williamson
10,111.0,Goemans-Williamson
10,25.0,Goemans-Williamson
10,337.0,Goemans-Williamson
10,369.0,Goemans-Williamson
10,481.0,Goemans-Williamson
10,83.0,Goemans-Williamson
10,633.0,Goemans-Williamson
10,429.0,Goemans-Williamson
10,399.0,Goemans-Williamson
10,243.0,Goemans-Williamson
10,439.0,Goemans-Williamson
10,133.0,Goemans-Williamson
10,317.0,Goemans-Williamson
10,65.0,Goemans-Williamson
10,225.0,Goemans-Williamson
10,11.0,Goemans-Williamson
10,465.0,Goemans-Williamson
10,393.0,Goemans-Williamson
10,447.0,Goemans-Williamson
10,121.0,Goemans-Williamson
10,376.0,Goemans-Williamson
10,42.0,Goemans-Williamson
10,166.0,Goemans-Williamson
10,74.0,Goemans-Williamson
10,260.0,Goemans-Williamson
10,274.0,Goemans-Williamson
10,228.0,Goemans-Williamson
10,240.0,Goemans-Williamson
10,474.0,Goemans-Williamson
10,240.0,Goemans-Williamson
10,484.0,Goemans-Williamson
10,544.0,Goemans-Williamson
10,284.0,Goemans-Williamson
10,162.0,Goemans-Williamson
10,158.0,Goemans-Williamson
10,324.0,Goemans-Williamson
10,160.0,Goemans-Williamson
10,44.0,Goemans-Williamson
10,326.0,Goemans-Williamson
10,56.0,Goemans-Williamson
10,443.0,Goemans-Williamson
10,177.0,Goemans-Williamson
10,131.0,Goemans-Williamson
10,175.0,Goemans-Williamson
10,31.0,Goemans-Williamson
10,47.0,Goemans-Williamson
10,335.0,Goemans-Williamson
10,155.0,Goemans-Williamson
10,247.0,Goemans-Williamson
10,185.0,Goemans-Williamson
10,31.0,Goemans-Williamson
10,255.0,Goemans-Williamson
10,65.0,Goemans-Williamson
10,23.0,Goemans-Williamson
10,109.0,Goemans-Williamson
10,51.0,Goemans-Williamson
10,443.0,Goemans-Williamson
10,5.0,Goemans-Williamson
10,45.0,Goemans-Williamson
10,73.0,Goemans-Williamson
10,365.0,Goemans-Williamson
10,47.0,Goemans-Williamson
10,445.0,Goemans-Williamson
10,669.0,Goemans-Williamson
10,419.0,Goemans-Williamson
10,181.0,Goemans-Williamson
10,123.0,Goemans-Williamson
10,15.0,Goemans-Williamson
10,121.0,Goemans-Williamson
10,337.0,Goemans-Williamson
10,19.0,Goemans-Williamson
10,501.0,Goemans-Williamson
10,241.0,Goemans-Williamson
10,257.0,Goemans-Williamson
10,175.0,Goemans-Williamson
10,311.0,Goemans-Williamson
10,61.0,Goemans-Williamson
10,185.0,Goemans-Williamson
10,185.0,Goemans-Williamson
10,7.0,Goemans-Williamson
10,11.0,Goemans-Williamson
10,199.0,Goemans-Williamson
10,123.0,Goemans-Williamson
10,341.0,Goemans-Williamson
10,103.0,Goemans-Williamson
10,307.0,Goemans-Williamson
10,263.0,Goemans-Williamson
10,51.0,Goemans-Williamson
10,279.0,Goemans-Williamson
10,3.0,Goemans-Williamson
10,63.0,Goemans-Williamson
10,363.0,Goemans-Williamson
10,603.0,Goemans-Williamson
10,25.0,Goemans-Williamson
10,349.0,Goemans-Williamson
10,359.0,Goemans-Williamson
10,375.0,Goemans-Williamson
10,319.0,Goemans-Williamson
10,487.0,Goemans-Williamson
10,311.0,Goemans-Williamson
10,203.0,Goemans-Williamson
10,149.0,Goemans-Williamson
10,273.0,Goemans-Williamson
10,31.0,Goemans-Williamson
10,5.0,Goemans-Williamson
10,117.0,Goemans-Williamson
10,355.0,Goemans-Williamson
10,71.0,Goemans-Williamson
10,227.0,Goemans-Williamson
10,57.0,Goemans-Williamson
10,77.0,Goemans-Williamson
10,251.0,Goemans-Williamson
10,5.0,Goemans-Williamson
10,173.0,Goemans-Williamson
10,139.0,Goemans-Williamson
10,347.0,Goemans-Williamson
10,121.0,Goemans-Williamson
10,553.0,Goemans-Williamson
10,81.0,Goemans-Williamson
10,221.0,Goemans-Williamson
10,187.0,Goemans-Williamson
10,147.0,Goemans-Williamson
10,149.0,Goemans-Williamson
10,75.0,Goemans-Williamson
10,463.0,Goemans-Williamson
10,97.0,Goemans-Williamson
10,149.0,Goemans-Williamson
10,139.0,Goemans-Williamson
10,375.0,Goemans-Williamson
10,629.0,Goemans-Williamson
10,441.0,Goemans-Williamson
10,269.0,Goemans-Williamson
10,149.0,Goemans-Williamson
10,83.0,Goemans-Williamson
10,205.0,Goemans-Williamson
10,35.0,Goemans-Williamson
10,83.0,Goemans-Williamson
10,359.0,Goemans-Williamson
10,433.0,Goemans-Williamson
10,257.0,Goemans-Williamson
10,304.0,Goemans-Williamson
10,122.0,Goemans-Williamson
10,240.0,Goemans-Williamson
10,366.0,Goemans-Williamson
10,122.0,Goemans-Williamson
10,30.0,Goemans-Williamson
10,132.0,Goemans-Williamson
10,278.0,Goemans-Williamson
10,124.0,Goemans-Williamson
10,14.0,Goemans-Williamson
10,304.0,Goemans-Williamson
10,178.0,Goemans-Williamson
10,76.0,Goemans-Williamson
10,234.0,Goemans-Williamson
10,178.0,Goemans-Williamson
10,292.0,Goemans-Williamson
10,366.0,Goemans-Williamson
10,186.0,Goemans-Williamson
10,194.0,Goemans-Williamson
10,30.0,Goemans-Williamson
10,132.0,Goemans-Williamson
10,136.0,Goemans-Williamson
10,22.0,Goemans-Williamson
10,46.0,Goemans-Williamson
10,572.0,Goemans-Williamson
10,622.0,Goemans-Williamson
10,376.0,Goemans-Williamson
10,8.0,Goemans-Williamson
10,86.0,Goemans-Williamson
10,176.0,Goemans-Williamson
10,506.0,Goemans-Williamson
10,314.0,Goemans-Williamson
10,92.0,Goemans-Williamson
10,222.0,Goemans-Williamson
10,64.0,Goemans-Williamson
10,242.0,Goemans-Williamson
10,290.0,Goemans-Williamson
10,154.0,Goemans-Williamson
10,460.0,Goemans-Williamson
10,204.0,Goemans-Williamson
10,79.0,Goemans-Williamson
10,471.0,Goemans-Williamson
10,121.0,Goemans-Williamson
10,135.0,Goemans-Williamson
10,133.0,Goemans-Williamson
10,13.0,Goemans-Williamson
10,139.0,Goemans-Williamson
10,95.0,Goemans-Williamson
10,21.0,Goemans-Williamson
10,47.0,Goemans-Williamson
10,169.0,Goemans-Williamson
10,209.0,Goemans-Williamson
10,365.0,Goemans-Williamson
10,151.0,Goemans-Williamson
10,97.0,Goemans-Williamson
10,103.0,Goemans-Williamson
10,243.0,Goemans-Williamson
10,265.0,Goemans-Williamson
10,337.0,Goemans-Williamson
10,407.0,Goemans-Williamson
10,260.0,Goemans-Williamson
10,92.0,Goemans-Williamson
10,144.0,Goemans-Williamson
10,120.0,Goemans-Williamson
10,514.0,Goemans-Williamson
10,60.0,Goemans-Williamson
10,186.0,Goemans-Williamson
10,68.0,Goemans-Williamson
10,120.0,Goemans-Williamson
10,170.0,Goemans-Williamson
10,392.0,Goemans-Williamson
10,226.0,Goemans-Williamson
10,404.0,Goemans-Williamson
10,100.0,Goemans-Williamson
10,268.0,Goemans-Williamson
10,66.0,Goemans-Williamson
10,330.0,Goemans-Williamson
10,568.0,Goemans-Williamson
10,224.0,Goemans-Williamson
10,138.0,Goemans-Williamson
10,115.0,Goemans-Williamson
10,297.0,Goemans-Williamson
10,73.0,Goemans-Williamson
10,55.0,Goemans-Williamson
10,399.0,Goemans-Williamson
10,323.0,Goemans-Williamson
10,71.0,Goemans-Williamson
10,245.0,Goemans-Williamson
10,13.0,Goemans-Williamson
10,461.0,Goemans-Williamson
10,291.0,Goemans-Williamson
10,349.0,Goemans-Williamson
10,71.0,Goemans-Williamson
10,95.0,Goemans-Williamson
10,249.0,Goemans-Williamson
10,1.0,Goemans-Williamson
10,307.0,Goemans-Williamson
10,289.0,Goemans-Williamson
10,37.0,Goemans-Williamson
10,135.0,Goemans-Williamson
10,424.0,Goemans-Williamson
10,370.0,Goemans-Williamson
10,44.0,Goemans-Williamson
10,52.0,Goemans-Williamson
10,88.0,Goemans-Williamson
10,186.0,Goemans-Williamson
10,664.0,Goemans-Williamson
10,118.0,Goemans-Williamson
10,60.0,Goemans-Williamson
10,146.0,Goemans-Williamson
10,254.0,Goemans-Williamson
10,156.0,Goemans-Williamson
10,302.0,Goemans-Williamson
10,328.0,Goemans-Williamson
10,248.0,Goemans-Williamson
10,58.0,Goemans-Williamson
10,516.0,Goemans-Williamson
10,242.0,Goemans-Williamson
10,26.0,Goemans-Williamson
10,402.0,Goemans-Williamson
10,181.0,Goemans-Williamson
10,65.0,Goemans-Williamson
10,81.0,Goemans-Williamson
10,553.0,Goemans-Williamson
10,371.0,Goemans-Williamson
10,57.0,Goemans-Williamson
10,257.0,Goemans-Williamson
10,117.0,Goemans-Williamson
10,231.0,Goemans-Williamson
10,119.0,Goemans-Williamson
10,223.0,Goemans-Williamson
10,223.0,Goemans-Williamson
10,129.0,Goemans-Williamson
10,259.0,Goemans-Williamson
10,159.0,Goemans-Williamson
10,13.0,Goemans-Williamson
10,465.0,Goemans-Williamson
10,235.0,Goemans-Williamson
10,325.0,Goemans-Williamson
10,83.0,Goemans-Williamson
10,518.0,Goemans-Williamson
10,304.0,Goemans-Williamson
10,34.0,Goemans-Williamson
10,12.0,Goemans-Williamson
10,128.0,Goemans-Williamson
10,218.0,Goemans-Williamson
10,296.0,Goemans-Williamson
10,276.0,Goemans-Williamson
10,340.0,Goemans-Williamson
10,196.0,Goemans-Williamson
10,338.0,Goemans-Williamson
10,176.0,Goemans-Williamson
10,248.0,Goemans-Williamson
10,290.0,Goemans-Williamson
10,384.0,Goemans-Williamson
10,538.0,Goemans-Williamson
10,38.0,Goemans-Williamson
10,426.0,Goemans-Williamson
10,226.0,Goemans-Williamson
10,470.0,Goemans-Williamson
10,87.0,Goemans-Williamson
10,105.0,Goemans-Williamson
10,121.0,Goemans-Williamson
10,407.0,Goemans-Williamson
10,265.0,Goemans-Williamson
10,169.0,Goemans-Williamson
10,231.0,Goemans-Williamson
10,543.0,Goemans-Williamson
10,181.0,Goemans-Williamson
10,399.0,Goemans-Williamson
10,235.0,Goemans-Williamson
10,71.0,Goemans-Williamson
10,653.0,Goemans-Williamson
10,177.0,Goemans-Williamson
10,359.0,Goemans-Williamson
10,121.0,Goemans-Williamson
10,513.0,Goemans-Williamson
10,217.0,Goemans-Williamson
10,135.0,Goemans-Williamson
10,33.0,Goemans-Williamson
10,54.0,Goemans-Williamson
10,434.0,Goemans-Williamson
10,358.0,Goemans-Williamson
10,334.0,Goemans-Williamson
10,30.0,Goemans-Williamson
10,20.0,Goemans-Williamson
10,102.0,Goemans-Williamson
10,2.0,Goemans-Williamson
10,142.0,Goemans-Williamson
10,522.0,Goemans-Williamson
10,132.0,Goemans-Williamson
10,656.0,Goemans-Williamson
10,506.0,Goemans-Williamson
10,30.0,Goemans-Williamson
10,64.0,Goemans-Williamson
10,204.0,Goemans-Williamson
10,30.0,Goemans-Williamson
10,26.0,Goemans-Williamson
10,354.0,Goemans-Williamson
10,350.0,Goemans-Williamson
10,352.0,Goemans-Williamson
10,68.0,Goemans-Williamson
10,240.0,Goemans-Williamson
10,498.0,Goemans-Williamson
10,194.0,Goemans-Williamson
10,476.0,Goemans-Williamson
10,578.0,Goemans-Williamson
10,140.0,Goemans-Williamson
10,164.0,Goemans-Williamson
10,106.0,Goemans-Williamson
10,352.0,Goemans-Williamson
10,86.0,Goemans-Williamson
10,220.0,Goemans-Williamson
10,74.0,Goemans-Williamson
10,336.0,Goemans-Williamson
10,12.0,Goemans-Williamson
10,498.0,Goemans-Williamson
10,22.0,Goemans-Williamson
10,128.0,Goemans-Williamson
10,164.0,Goemans-Williamson
10,207.0,Goemans-Williamson
10,29.0,Goemans-Williamson
10,65.0,Goemans-Williamson
10,79.0,Goemans-Williamson
10,135.0,Goemans-Williamson
10,53.0,Goemans-Williamson
10,423.0,Goemans-Williamson
10,133.0,Goemans-Williamson
10,305.0,Goemans-Williamson
10,207.0,Goemans-Williamson
10,53.0,Goemans-Williamson
10,159.0,Goemans-Williamson
10,123.0,Goemans-Williamson
10,475.0,Goemans-Williamson
10,147.0,Goemans-Williamson
10,9.0,Goemans-Williamson
10,181.0,Goemans-Williamson
10,59.0,Goemans-Williamson
10,441.0,Goemans-Williamson
10,143.0,Goemans-Williamson
10,181.0,Goemans-Williamson
10,279.0,Goemans-Williamson
10,305.0,Goemans-Williamson
10,343.0,Goemans-Williamson
10,53.0,Goemans-Williamson
10,525.0,Goemans-Williamson
10,185.0,Goemans-Williamson
10,343.0,Goemans-Williamson
10,103.0,Goemans-Williamson
10,29.0,Goemans-Williamson
10,151.0,Goemans-Williamson
10,489.0,Goemans-Williamson
10,615.0,Goemans-Williamson
10,237.0,Goemans-Williamson
10,345.0,Goemans-Williamson
10,361.0,Goemans-Williamson
10,167.0,Goemans-Williamson
10,89.0,Goemans-Williamson
10,369.0,Goemans-Williamson
10,479.0,Goemans-Williamson
11,38.0,Goemans-Williamson
11,418.0,Goemans-Williamson
11,184.0,Goemans-Williamson
11,4.0,Goemans-Williamson
11,40.0,Goemans-Williamson
11,408.0,Goemans-Williamson
11,442.0,Goemans-Williamson
11,684.0,Goemans-Williamson
11,382.0,Goemans-Williamson
11,526.0,Goemans-Williamson
11,130.0,Goemans-Williamson
11,130.0,Goemans-Williamson
11,386.0,Goemans-Williamson
11,226.0,Goemans-Williamson
11,632.0,Goemans-Williamson
11,276.0,Goemans-Williamson
11,96.0,Goemans-Williamson
11,80.0,Goemans-Williamson
11,12.0,Goemans-Williamson
11,82.0,Goemans-Williamson
11,497.0,Goemans-Williamson
11,379.0,Goemans-Williamson
11,209.0,Goemans-Williamson
11,21.0,Goemans-Williamson
11,39.0,Goemans-Williamson
11,95.0,Goemans-Williamson
11,283.0,Goemans-Williamson
11,223.0,Goemans-Williamson
11,297.0,Goemans-Williamson
11,69.0,Goemans-Williamson
11,29.0,Goemans-Williamson
11,309.0,Goemans-Williamson
11,613.0,Goemans-Williamson
11,21.0,Goemans-Williamson
11,171.0,Goemans-Williamson
11,335.0,Goemans-Williamson
11,291.0,Goemans-Williamson
11,389.0,Goemans-Williamson
11,331.0,Goemans-Williamson
11,325.0,Goemans-Williamson
11,97.0,Goemans-Williamson
11,131.0,Goemans-Williamson
11,121.0,Goemans-Williamson
11,101.0,Goemans-Williamson
11,233.0,Goemans-Williamson
11,137.0,Goemans-Williamson
11,63.0,Goemans-Williamson
11,367.0,Goemans-Williamson
11,649.0,Goemans-Williamson
11,9.0,Goemans-Williamson
11,65.0,Goemans-Williamson
11,237.0,Goemans-Williamson
11,161.0,Goemans-Williamson
11,175.0,Goemans-Williamson
11,431.0,Goemans-Williamson
11,27.0,Goemans-Williamson
11,197.0,Goemans-Williamson
11,475.0,Goemans-Williamson
11,661.0,Goemans-Williamson
11,111.0,Goemans-Williamson
11,106.0,Goemans-Williamson
11,318.0,Goemans-Williamson
11,262.0,Goemans-Williamson
11,232.0,Goemans-Williamson
11,76.0,Goemans-Williamson
11,540.0,Goemans-Williamson
11,734.0,Goemans-Williamson
11,562.0,Goemans-Williamson
11,224.0,Goemans-Williamson
11,166.0,Goemans-Williamson
11,376.0,Goemans-Williamson
11,200.0,Goemans-Williamson
11,60.0,Goemans-Williamson
11,92.0,Goemans-Williamson
11,140.0,Goemans-Williamson
11,140.0,Goemans-Williamson
11,48.0,Goemans-Williamson
11,458.0,Goemans-Williamson
11,308.0,Goemans-Williamson
11,172.0,Goemans-Williamson
11,19.0,Goemans-Williamson
11,149.0,Goemans-Williamson
11,417.0,Goemans-Williamson
11,121.0,Goemans-Williamson
11,221.0,Goemans-Williamson
11,19.0,Goemans-Williamson
11,331.0,Goemans-Williamson
11,73.0,Goemans-Williamson
11,123.0,Goemans-Williamson
11,295.0,Goemans-Williamson
11,65.0,Goemans-Williamson
11,71.0,Goemans-Williamson
11,303.0,Goemans-Williamson
11,145.0,Goemans-Williamson
11,337.0,Goemans-Williamson
11,223.0,Goemans-Williamson
11,69.0,Goemans-Williamson
11,495.0,Goemans-Williamson
11,679.0,Goemans-Williamson
11,299.0,Goemans-Williamson
11,303.0,Goemans-Williamson
11,451.0,Goemans-Williamson
11,297.0,Goemans-Williamson
11,27.0,Goemans-Williamson
11,65.0,Goemans-Williamson
11,289.0,Goemans-Williamson
11,229.0,Goemans-Williamson
11,363.0,Goemans-Williamson
11,87.0,Goemans-Williamson
11,235.0,Goemans-Williamson
11,231.0,Goemans-Williamson
11,137.0,Goemans-Williamson
11,29.0,Goemans-Williamson
11,85.0,Goemans-Williamson
11,149.0,Goemans-Williamson
11,333.0,Goemans-Williamson
11,67.0,Goemans-Williamson
11,247.0,Goemans-Williamson
11,79.0,Goemans-Williamson
11,179.0,Goemans-Williamson
11,91.0,Goemans-Williamson
11,77.0,Goemans-Williamson
11,1.0,Goemans-Williamson
11,419.0,Goemans-Williamson
11,55.0,Goemans-Williamson
11,145.0,Goemans-Williamson
11,99.0,Goemans-Williamson
11,221.0,Goemans-Williamson
11,27.0,Goemans-Williamson
11,153.0,Goemans-Williamson
11,491.0,Goemans-Williamson
11,121.0,Goemans-Williamson
11,23.0,Goemans-Williamson
11,23.0,Goemans-Williamson
11,207.0,Goemans-Williamson
11,41.0,Goemans-Williamson
11,27.0,Goemans-Williamson
11,153.0,Goemans-Williamson
11,261.0,Goemans-Williamson
11,91.0,Goemans-Williamson
11,466.0,Goemans-Williamson
11,496.0,Goemans-Williamson
11,478.0,Goemans-Williamson
11,68.0,Goemans-Williamson
11,532.0,Goemans-Williamson
11,6.0,Goemans-Williamson
11,504.0,Goemans-Williamson
11,470.0,Goemans-Williamson
11,586.0,Goemans-Williamson
11,92.0,Goemans-Williamson
11,10.0,Goemans-Williamson
11,134.0,Goemans-Williamson
11,286.0,Goemans-Williamson
11,416.0,Goemans-Williamson
11,164.0,Goemans-Williamson
11,300.0,Goemans-Williamson
11,6.0,Goemans-Williamson
11,366.0,Goemans-Williamson
11,530.0,Goemans-Williamson
11,394.0,Goemans-Williamson
11,220.0,Goemans-Williamson
11,314.0,Goemans-Williamson
11,178.0,Goemans-Williamson
11,126.0,Goemans-Williamson
11,578.0,Goemans-Williamson
11,248.0,Goemans-Williamson
11,368.0,Goemans-Williamson
11,224.0,Goemans-Williamson
11,204.0,Goemans-Williamson
11,242.0,Goemans-Williamson
11,686.0,Goemans-Williamson
11,272.0,Goemans-Williamson
11,246.0,Goemans-Williamson
11,202.0,Goemans-Williamson
11,222.0,Goemans-Williamson
11,152.0,Goemans-Williamson
11,102.0,Goemans-Williamson
11,452.0,Goemans-Williamson
11,622.0,Goemans-Williamson
11,240.0,Goemans-Williamson
11,292.0,Goemans-Williamson
11,86.0,Goemans-Williamson
11,120.0,Goemans-Williamson
11,54.0,Goemans-Williamson
11,172.0,Goemans-Williamson
11,194.0,Goemans-Williamson
11,250.0,Goemans-Williamson
11,164.0,Goemans-Williamson
11,286.0,Goemans-Williamson
11,144.0,Goemans-Williamson
11,168.0,Goemans-Williamson
11,86.0,Goemans-Williamson
11,236.0,Goemans-Williamson
11,112.0,Goemans-Williamson
11,360.0,Goemans-Williamson
11,252.0,Goemans-Williamson
11,74.0,Goemans-Williamson
11,152.0,Goemans-Williamson
11,2.0,Goemans-Williamson
11,242.0,Goemans-Williamson
11,344.0,Goemans-Williamson
11,636.0,Goemans-Williamson
11,174.0,Goemans-Williamson
11,434.0,Goemans-Williamson
11,0.0,Goemans-Williamson
11,306.0,Goemans-Williamson
11,484.0,Goemans-Williamson
11,198.0,Goemans-Williamson
11,346.0,Goemans-Williamson
11,372.0,Goemans-Williamson
11,216.0,Goemans-Williamson
11,36.0,Goemans-Williamson
11,330.0,Goemans-Williamson
11,340.0,Goemans-Williamson
11,498.0,Goemans-Williamson
11,276.0,Goemans-Williamson
11,16.0,Goemans-Williamson
11,130.0,Goemans-Williamson
11,38.0,Goemans-Williamson
11,134.0,Goemans-Williamson
