n,Cost,Algorithm
6,9,Karmarkar-Karp
6,26,Karmarkar-Karp
6,16,Karmarkar-Karp
6,2,Karmarkar-Karp
6,35,Karmarkar-Karp
6,19,Karmarkar-Karp
6,11,Karmarkar-Karp
6,2,Karmarkar-Karp
6,26,Karmarkar-Karp
6,20,Karmarkar-Karp
6,11,Karmarkar-Karp
6,4,Karmarkar-Karp
6,21,Karmarkar-Karp
6,27,Karmarkar-Karp
6,9,Karmarkar-Karp
6,49,Karmarkar-Karp
6,4,Karmarkar-Karp
6,27,Karmarkar-Karp
6,11,Karmarkar-Karp
6,29,Karmarkar-Karp
6,30,Karmarkar-Karp
6,4,Karmarkar-Karp
7,4,Karmarkar-Karp
7,3,Karmarkar-Karp
7,25,Karmarkar-Karp
7,8,Karmarkar-Karp
7,116,Karmarkar-Karp
7,4,Karmarkar-Karp
7,6,Karmarkar-Karp
7,17,Karmarkar-Karp
7,2,Karmarkar-Karp
7,3,Karmarkar-Karp
7,1,Karmarkar-Karp
7,9,Karmarkar-Karp
7,7,Karmarkar-Karp
7,0,Karmarkar-Karp
7,17,Karmarkar-Karp
7,14,Karmarkar-Karp
7,20,Karmarkar-Karp
7,24,Karmarkar-Karp
7,17,Karmarkar-Karp
7,2,Karmarkar-Karp
7,10,Karmarkar-Karp
7,45,Karmarkar-Karp
7,2,Karmarkar-Karp
7,2,Karmarkar-Karp
7,15,Karmarkar-Karp
8,1,Karmarkar-Karp
8,7,Karmarkar-Karp
8,4,Karmarkar-Karp
8,11,Karmarkar-Karp
8,1,Karmarkar-Karp
8,7,Karmarkar-Karp
8,3,Karmarkar-Karp
8,2,Karmarkar-Karp
8,8,Karmarkar-Karp
8,8,Karmarkar-Karp
8,8,Karmarkar-Karp
8,1,Karmarkar-Karp
8,5,Karmarkar-Karp
8,39,Karmarkar-Karp
8,3,Karmarkar-Karp
8,1,Karmarkar-Karp
8,7,Karmarkar-Karp
8,5,Karmarkar-Karp
8,1,Karmarkar-Karp
8,5,Karmarkar-Karp
8,10,Karmarkar-Karp
8,2,Karmarkar-Karp
8,4,Karmarkar-Karp
8,20,Karmarkar-Karp
8,4,Karmarkar-Karp
9,1,Karmarkar-Karp
9,7,Karmarkar-Karp
9,1,Karmarkar-Karp
9,7,Karmarkar-Karp
9,0,Karmarkar-Karp
9,2,Karmarkar-Karp
9,9,Karmarkar-Karp
9,2,Karmarkar-Karp
9,4,Karmarkar-Karp
9,12,Karmarkar-Karp
9,2,Karmarkar-Karp
9,13,Karmarkar-Karp
9,16,Karmarkar-Karp
9,16,Karmarkar-Karp
9,6,Karmarkar-Karp
9,40,Karmarkar-Karp
9,1,Karmarkar-Karp
9,1,Karmarkar-Karp
9,8,Karmarkar-Karp
9,6,Karmarkar-Karp
9,7,Karmarkar-Karp
9,17,Karmarkar-Karp
9,6,Karmarkar-Karp
9,6,Karmarkar-Karp
9,3,Karmarkar-Karp
10,2,Karmarkar-Karp
10,13,Karmarkar-Karp
10,2,Karmarkar-Karp
10,2,Karmarkar-Karp
10,1,Karmarkar-Karp
10,1,Karmarkar-Karp
10,24,Karmarkar-Karp
10,3,Karmarkar-Karp
10,7,Karmarkar-Karp
10,3,Karmarkar-Karp
10,3,Karmarkar-Karp
10,5,Karmarkar-Karp
10,22,Karmarkar-Karp
10,0,Karmarkar-Karp
10,5,Karmarkar-Karp
10,2,Karmarkar-Karp
10,1,Karmarkar-Karp
10,2,Karmarkar-Karp
10,1,Karmarkar-Karp
10,4,Karmarkar-Karp
10,3,Karmarkar-Karp
10,2,Karmarkar-Karp
10,2,Karmarkar-Karp
10,3,Karmarkar-Karp
10,19,Karmarkar-Karp
11,4,Karmarkar-Karp
11,3,Karmarkar-Karp
11,1,Karmarkar-Karp
11,8,Karmarkar-Karp
11,1,Karmarkar-Karp
11,1,Karmarkar-Karp
11,1,Karmarkar-Karp
11,44,Karmarkar-Karp
11,2,Karmarkar-Karp
11,0,Karmarkar-Karp
11,54,Karmarkar-Karp
11,0,Karmarkar-Karp
11,2,Karmarkar-Karp
11,4,Karmarkar-Karp
11,5,Karmarkar-Karp
11,1,Karmarkar-Karp
11,0,Karmarkar-Karp
11,2,Karmarkar-Karp
11,0,Karmarkar-Karp
11,0,Karmarkar-Karp
11,8,Karmarkar-Karp
11,2,Karmarkar-Karp
11,23,Karmarkar-Karp
11,1,Karmarkar-Karp
11,9,Karmarkar-Karp
12,1,Karmarkar-Karp
12,2,Karmarkar-Karp
12,1,Karmarkar-Karp
12,4,Karmarkar-Karp
12,1,Karmarkar-Karp
12,1,Karmarkar-Karp
12,2,Karmarkar-Karp
12,4,Karmarkar-Karp
12,1,Karmarkar-Karp
12,3,Karmarkar-Karp
12,0,Karmarkar-Karp
12,0,Karmarkar-Karp
12,0,Karmarkar-Karp
12,8,Karmarkar-Karp
12,1,Karmarkar-Karp
12,0,Karmarkar-Karp
12,3,Karmarkar-Karp
12,1,Karmarkar-Karp
12,1,Karmarkar-Karp
12,1,Karmarkar-Karp
12,3,Karmarkar-Karp
12,1,Karmarkar-Karp
12,0,Karmarkar-Karp
12,3,Karmarkar-Karp
12,0,Karmarkar-Karp
13,1,Karmarkar-Karp
13,0,Karmarkar-Karp
13,1,Karmarkar-Karp
13,1,Karmarkar-Karp
13,21,Karmarkar-Karp
13,1,Karmarkar-Karp
13,3,Karmarkar-Karp
13,3,Karmarkar-Karp
13,2,Karmarkar-Karp
13,3,Karmarkar-Karp
13,2,Karmarkar-Karp
13,2,Karmarkar-Karp
13,3,Karmarkar-Karp
13,0,Karmarkar-Karp
13,2,Karmarkar-Karp
13,2,Karmarkar-Karp
13,2,Karmarkar-Karp
13,3,Karmarkar-Karp
13,1,Karmarkar-Karp
13,1,Karmarkar-Karp
13,0,Karmarkar-Karp
13,0,Karmarkar-Karp
13,4,Karmarkar-Karp
13,3,Karmarkar-Karp
13,0,Karmarkar-Karp
14,0,Karmarkar-Karp
14,1,Karmarkar-Karp
14,2,Karmarkar-Karp
14,1,Karmarkar-Karp
14,4,Karmarkar-Karp
14,0,Karmarkar-Karp
14,4,Karmarkar-Karp
14,0,Karmarkar-Karp
14,1,Karmarkar-Karp
14,0,Karmarkar-Karp
14,7,Karmarkar-Karp
14,0,Karmarkar-Karp
14,5,Karmarkar-Karp
14,0,Karmarkar-Karp
14,2,Karmarkar-Karp
14,1,Karmarkar-Karp
14,2,Karmarkar-Karp
14,1,Karmarkar-Karp
14,1,Karmarkar-Karp
14,2,Karmarkar-Karp
14,1,Karmarkar-Karp
14,4,Karmarkar-Karp
14,0,Karmarkar-Karp
14,3,Karmarkar-Karp
14,0,Karmarkar-Karp
15,1,Karmarkar-Karp
15,13,Karmarkar-Karp
15,2,Karmarkar-Karp
15,0,Karmarkar-Karp
15,1,Karmarkar-Karp
15,0,Karmarkar-Karp
15,2,Karmarkar-Karp
15,1,Karmarkar-Karp
15,0,Karmarkar-Karp
15,1,Karmarkar-Karp
15,1,Karmarkar-Karp
15,2,Karmarkar-Karp
15,7,Karmarkar-Karp
15,0,Karmarkar-Karp
15,1,Karmarkar-Karp
15,1,Karmarkar-Karp
15,0,Karmarkar-Karp
15,1,Karmarkar-Karp
15,1,Karmarkar-Karp
15,0,Karmarkar-Karp
15,1,Karmarkar-Karp
15,2,Karmarkar-Karp
15,2,Karmarkar-Karp
15,1,Karmarkar-Karp
15,0,Karmarkar-Karp
16,1,Karmarkar-Karp
16,0,Karmarkar-Karp
16,1,Karmarkar-Karp
16,0,Karmarkar-Karp
16,0,Karmarkar-Karp
16,0,Karmarkar-Karp
16,0,Karmarkar-Karp
16,0,Karmarkar-Karp
16,1,Karmarkar-Karp
16,1,Karmarkar-Karp
16,0,Karmarkar-Karp
16,1,Karmarkar-Karp
16,1,Karmarkar-Karp
16,1,Karmarkar-Karp
16,1,Karmarkar-Karp
16,0,Karmarkar-Karp
16,1,Karmarkar-Karp
16,3,Karmarkar-Karp
16,1,Karmarkar-Karp
16,1,Karmarkar-Karp
16,5,Karmarkar-Karp
16,1,Karmarkar-Karp
16,0,Karmarkar-Karp
16,2,Karmarkar-Karp
16,4,Karmarkar-Karp
2,80,Complete Karmarkar-Karp
2,5,Complete Karmarkar-Karp
2,32,Complete Karmarkar-Karp
2,58,Complete Karmarkar-Karp
2,212,Complete Karmarkar-Karp
2,84,Complete Karmarkar-Karp
2,121,Complete Karmarkar-Karp
2,114,Complete Karmarkar-Karp
2,55,Complete Karmarkar-Karp
2,82,Complete Karmarkar-Karp
2,71,Complete Karmarkar-Karp
2,9,Complete Karmarkar-Karp
2,40,Complete Karmarkar-Karp
2,96,Complete Karmarkar-Karp
2,26,Complete Karmarkar-Karp
2,85,Complete Karmarkar-Karp
2,12,Complete Karmarkar-Karp
2,108,Complete Karmarkar-Karp
2,142,Complete Karmarkar-Karp
2,7,Complete Karmarkar-Karp
2,182,Complete Karmarkar-Karp
2,29,Complete Karmarkar-Karp
2,12,Complete Karmarkar-Karp
2,12,Complete Karmarkar-Karp
2,155,Complete Karmarkar-Karp
3,86,Complete Karmarkar-Karp
3,94,Complete Karmarkar-Karp
3,80,Complete Karmarkar-Karp
3,146,Complete Karmarkar-Karp
3,45,Complete Karmarkar-Karp
3,12,Complete Karmarkar-Karp
3,93,Complete Karmarkar-Karp
3,80,Complete Karmarkar-Karp
3,53,Complete Karmarkar-Karp
3,31,Complete Karmarkar-Karp
3,10,Complete Karmarkar-Karp
3,68,Complete Karmarkar-Karp
3,124,Complete Karmarkar-Karp
3,25,Complete Karmarkar-Karp
3,117,Complete Karmarkar-Karp
3,51,Complete Karmarkar-Karp
3,15,Complete Karmarkar-Karp
3,34,Complete Karmarkar-Karp
3,24,Complete Karmarkar-Karp
3,175,Complete Karmarkar-Karp
3,31,Complete Karmarkar-Karp
3,26,Complete Karmarkar-Karp
3,16,Complete Karmarkar-Karp
3,62,Complete Karmarkar-Karp
3,46,Complete Karmarkar-Karp
4,111,Complete Karmarkar-Karp
4,0,Complete Karmarkar-Karp
4,55,Complete Karmarkar-Karp
4,34,Complete Karmarkar-Karp
4,64,Complete Karmarkar-Karp
4,5,Complete Karmarkar-Karp
4,9,Complete Karmarkar-Karp
4,1,Complete Karmarkar-Karp
4,1,Complete Karmarkar-Karp
4,170,Complete Karmarkar-Karp
4,59,Complete Karmarkar-Karp
4,7,Complete Karmarkar-Karp
4,8,Complete Karmarkar-Karp
4,17,Complete Karmarkar-Karp
4,5,Complete Karmarkar-Karp
4,49,Complete Karmarkar-Karp
4,14,Complete Karmarkar-Karp
4,27,Complete Karmarkar-Karp
4,100,Complete Karmarkar-Karp
4,11,Complete Karmarkar-Karp
4,11,Complete Karmarkar-Karp
4,2,Complete Karmarkar-Karp
4,46,Complete Karmarkar-Karp
4,51,Complete Karmarkar-Karp
4,16,Complete Karmarkar-Karp
5,7,Complete Karmarkar-Karp
5,104,Complete Karmarkar-Karp
5,34,Complete Karmarkar-Karp
5,58,Complete Karmarkar-Karp
5,7,Complete Karmarkar-Karp
5,14,Complete Karmarkar-Karp
5,43,Complete Karmarkar-Karp
5,11,Complete Karmarkar-Karp
5,51,Complete Karmarkar-Karp
5,61,Complete Karmarkar-Karp
5,5,Complete Karmarkar-Karp
5,4,Complete Karmarkar-Karp
5,4,Complete Karmarkar-Karp
5,66,Complete Karmarkar-Karp
5,102,Complete Karmarkar-Karp
5,10,Complete Karmarkar-Karp
5,8,Complete Karmarkar-Karp
5,63,Complete Karmarkar-Karp
5,112,Complete Karmarkar-Karp
5,10,Complete Karmarkar-Karp
5,0,Complete Karmarkar-Karp
5,25,Complete Karmarkar-Karp
5,60,Complete Karmarkar-Karp
5,15,Complete Karmarkar-Karp
5,24,Complete Karmarkar-Karp
6,24,Complete Karmarkar-Karp
6,1,Complete Karmarkar-Karp
6,46,Complete Karmarkar-Karp
6,9,Complete Karmarkar-Karp
6,26,Complete Karmarkar-Karp
6,16,Complete Karmarkar-Karp
6,2,Complete Karmarkar-Karp
6,35,Complete Karmarkar-Karp
6,19,Complete Karmarkar-Karp
6,11,Complete Karmarkar-Karp
6,2,Complete Karmarkar-Karp
6,26,Complete Karmarkar-Karp
6,20,Complete Karmarkar-Karp
6,11,Complete Karmarkar-Karp
6,4,Complete Karmarkar-Karp
6,21,Complete Karmarkar-Karp
6,27,Complete Karmarkar-Karp
6,9,Complete Karmarkar-Karp
6,49,Complete Karmarkar-Karp
6,4,Complete Karmarkar-Karp
6,27,Complete Karmarkar-Karp
6,11,Complete Karmarkar-Karp
6,29,Complete Karmarkar-Karp
6,30,Complete Karmarkar-Karp
6,4,Complete Karmarkar-Karp
7,4,Complete Karmarkar-Karp
7,3,Complete Karmarkar-Karp
7,25,Complete Karmarkar-Karp
7,8,Complete Karmarkar-Karp
7,116,Complete Karmarkar-Karp
7,4,Complete Karmarkar-Karp
7,6,Complete Karmarkar-Karp
7,17,Complete Karmarkar-Karp
7,2,Complete Karmarkar-Karp
7,3,Complete Karmarkar-Karp
7,1,Complete Karmarkar-Karp
7,9,Complete Karmarkar-Karp
7,7,Complete Karmarkar-Karp
7,0,Complete Karmarkar-Karp
7,17,Complete Karmarkar-Karp
7,14,Complete Karmarkar-Karp
7,20,Complete Karmarkar-Karp
7,24,Complete Karmarkar-Karp
7,17,Complete Karmarkar-Karp
7,2,Complete Karmarkar-Karp
7,10,Complete Karmarkar-Karp
7,45,Complete Karmarkar-Karp
7,2,Complete Karmarkar-Karp
7,2,Complete Karmarkar-Karp
7,15,Complete Karmarkar-Karp
8,1,Complete Karmarkar-Karp
8,7,Complete Karmarkar-Karp
8,4,Complete Karmarkar-Karp
8,11,Complete Karmarkar-Karp
8,1,Complete Karmarkar-Karp
8,7,Complete Karmarkar-Karp
8,3,Complete Karmarkar-Karp
8,2,Complete Karmarkar-Karp
8,8,Complete Karmarkar-Karp
8,8,Complete Karmarkar-Karp
8,8,Complete Karmarkar-Karp
8,1,Complete Karmarkar-Karp
8,5,Complete Karmarkar-Karp
8,39,Complete Karmarkar-Karp
8,3,Complete Karmarkar-Karp
8,1,Complete Karmarkar-Karp
8,7,Complete Karmarkar-Karp
8,5,Complete Karmarkar-Karp
8,1,Complete Karmarkar-Karp
8,5,Complete Karmarkar-Karp
8,10,Complete Karmarkar-Karp
8,2,Complete Karmarkar-Karp
8,4,Complete Karmarkar-Karp
8,20,Complete Karmarkar-Karp
8,4,Complete Karmarkar-Karp
9,1,Complete Karmarkar-Karp
9,7,Complete Karmarkar-Karp
9,1,Complete Karmarkar-Karp
9,7,Complete Karmarkar-Karp
9,0,Complete Karmarkar-Karp
9,2,Complete Karmarkar-Karp
9,9,Complete Karmarkar-Karp
9,2,Complete Karmarkar-Karp
9,4,Complete Karmarkar-Karp
9,12,Complete Karmarkar-Karp
9,2,Complete Karmarkar-Karp
9,13,Complete Karmarkar-Karp
9,16,Complete Karmarkar-Karp
9,16,Complete Karmarkar-Karp
9,6,Complete Karmarkar-Karp
9,40,Complete Karmarkar-Karp
9,1,Complete Karmarkar-Karp
9,1,Complete Karmarkar-Karp
9,8,Complete Karmarkar-Karp
9,6,Complete Karmarkar-Karp
9,7,Complete Karmarkar-Karp
9,17,Complete Karmarkar-Karp
9,6,Complete Karmarkar-Karp
9,6,Complete Karmarkar-Karp
9,3,Complete Karmarkar-Karp
10,2,Complete Karmarkar-Karp
10,13,Complete Karmarkar-Karp
10,2,Complete Karmarkar-Karp
10,2,Complete Karmarkar-Karp
10,1,Complete Karmarkar-Karp
10,1,Complete Karmarkar-Karp
10,24,Complete Karmarkar-Karp
10,3,Complete Karmarkar-Karp
10,7,Complete Karmarkar-Karp
10,3,Complete Karmarkar-Karp
10,3,Complete Karmarkar-Karp
10,5,Complete Karmarkar-Karp
10,22,Complete Karmarkar-Karp
10,0,Complete Karmarkar-Karp
10,5,Complete Karmarkar-Karp
10,2,Complete Karmarkar-Karp
10,1,Complete Karmarkar-Karp
10,2,Complete Karmarkar-Karp
10,1,Complete Karmarkar-Karp
10,4,Complete Karmarkar-Karp
10,3,Complete Karmarkar-Karp
10,2,Complete Karmarkar-Karp
10,2,Complete Karmarkar-Karp
10,3,Complete Karmarkar-Karp
10,19,Complete Karmarkar-Karp
11,4,Complete Karmarkar-Karp
11,3,Complete Karmarkar-Karp
11,1,Complete Karmarkar-Karp
11,8,Complete Karmarkar-Karp
11,1,Complete Karmarkar-Karp
11,1,Complete Karmarkar-Karp
11,1,Complete Karmarkar-Karp
11,44,Complete Karmarkar-Karp
11,2,Complete Karmarkar-Karp
11,0,Complete Karmarkar-Karp
11,54,Complete Karmarkar-Karp
11,0,Complete Karmarkar-Karp
11,2,Complete Karmarkar-Karp
11,4,Complete Karmarkar-Karp
11,5,Complete Karmarkar-Karp
11,1,Complete Karmarkar-Karp
11,0,Complete Karmarkar-Karp
11,2,Complete Karmarkar-Karp
11,0,Complete Karmarkar-Karp
11,0,Complete Karmarkar-Karp
11,8,Complete Karmarkar-Karp
11,2,Complete Karmarkar-Karp
11,23,Complete Karmarkar-Karp
11,1,Complete Karmarkar-Karp
11,9,Complete Karmarkar-Karp
12,1,Complete Karmarkar-Karp
12,2,Complete Karmarkar-Karp
12,1,Complete Karmarkar-Karp
12,4,Complete Karmarkar-Karp
12,1,Complete Karmarkar-Karp
12,1,Complete Karmarkar-Karp
12,2,Complete Karmarkar-Karp
12,4,Complete Karmarkar-Karp
12,1,Complete Karmarkar-Karp
12,3,Complete Karmarkar-Karp
12,0,Complete Karmarkar-Karp
12,0,Complete Karmarkar-Karp
12,0,Complete Karmarkar-Karp
12,8,Complete Karmarkar-Karp
12,1,Complete Karmarkar-Karp
12,0,Complete Karmarkar-Karp
12,3,Complete Karmarkar-Karp
12,1,Complete Karmarkar-Karp
12,1,Complete Karmarkar-Karp
12,1,Complete Karmarkar-Karp
12,3,Complete Karmarkar-Karp
12,1,Complete Karmarkar-Karp
12,0,Complete Karmarkar-Karp
12,3,Complete Karmarkar-Karp
12,0,Complete Karmarkar-Karp
13,1,Complete Karmarkar-Karp
13,0,Complete Karmarkar-Karp
13,1,Complete Karmarkar-Karp
13,1,Complete Karmarkar-Karp
13,21,Complete Karmarkar-Karp
13,1,Complete Karmarkar-Karp
13,3,Complete Karmarkar-Karp
13,3,Complete Karmarkar-Karp
13,2,Complete Karmarkar-Karp
13,3,Complete Karmarkar-Karp
13,2,Complete Karmarkar-Karp
13,2,Complete Karmarkar-Karp
13,3,Complete Karmarkar-Karp
13,0,Complete Karmarkar-Karp
13,2,Complete Karmarkar-Karp
13,2,Complete Karmarkar-Karp
13,2,Complete Karmarkar-Karp
13,3,Complete Karmarkar-Karp
13,1,Complete Karmarkar-Karp
13,1,Complete Karmarkar-Karp
13,0,Complete Karmarkar-Karp
13,0,Complete Karmarkar-Karp
13,4,Complete Karmarkar-Karp
13,3,Complete Karmarkar-Karp
13,0,Complete Karmarkar-Karp
14,0,Complete Karmarkar-Karp
14,1,Complete Karmarkar-Karp
14,2,Complete Karmarkar-Karp
14,1,Complete Karmarkar-Karp
14,4,Complete Karmarkar-Karp
14,0,Complete Karmarkar-Karp
14,4,Complete Karmarkar-Karp
14,0,Complete Karmarkar-Karp
14,1,Complete Karmarkar-Karp
14,0,Complete Karmarkar-Karp
14,7,Complete Karmarkar-Karp
14,0,Complete Karmarkar-Karp
14,5,Complete Karmarkar-Karp
14,0,Complete Karmarkar-Karp
14,2,Complete Karmarkar-Karp
14,1,Complete Karmarkar-Karp
14,2,Complete Karmarkar-Karp
14,1,Complete Karmarkar-Karp
14,1,Complete Karmarkar-Karp
14,2,Complete Karmarkar-Karp
14,1,Complete Karmarkar-Karp
14,4,Complete Karmarkar-Karp
14,0,Complete Karmarkar-Karp
14,3,Complete Karmarkar-Karp
14,0,Complete Karmarkar-Karp
15,1,Complete Karmarkar-Karp
15,13,Complete Karmarkar-Karp
15,2,Complete Karmarkar-Karp
15,0,Complete Karmarkar-Karp
15,1,Complete Karmarkar-Karp
15,0,Complete Karmarkar-Karp
15,2,Complete Karmarkar-Karp
15,1,Complete Karmarkar-Karp
15,0,Complete Karmarkar-Karp
15,1,Complete Karmarkar-Karp
15,1,Complete Karmarkar-Karp
15,2,Complete Karmarkar-Karp
15,7,Complete Karmarkar-Karp
15,0,Complete Karmarkar-Karp
15,1,Complete Karmarkar-Karp
15,1,Complete Karmarkar-Karp
15,0,Complete Karmarkar-Karp
15,1,Complete Karmarkar-Karp
15,1,Complete Karmarkar-Karp
15,0,Complete Karmarkar-Karp
15,1,Complete Karmarkar-Karp
15,2,Complete Karmarkar-Karp
15,2,Complete Karmarkar-Karp
15,1,Complete Karmarkar-Karp
15,0,Complete Karmarkar-Karp
16,1,Complete Karmarkar-Karp
16,0,Complete Karmarkar-Karp
16,1,Complete Karmarkar-Karp
16,0,Complete Karmarkar-Karp
16,0,Complete Karmarkar-Karp
16,0,Complete Karmarkar-Karp
16,0,Complete Karmarkar-Karp
16,0,Complete Karmarkar-Karp
16,1,Complete Karmarkar-Karp
16,1,Complete Karmarkar-Karp
16,0,Complete Karmarkar-Karp
16,1,Complete Karmarkar-Karp
16,1,Complete Karmarkar-Karp
16,1,Complete Karmarkar-Karp
16,1,Complete Karmarkar-Karp
16,0,Complete Karmarkar-Karp
16,1,Complete Karmarkar-Karp
16,3,Complete Karmarkar-Karp
16,1,Complete Karmarkar-Karp
16,1,Complete Karmarkar-Karp
16,5,Complete Karmarkar-Karp
16,1,Complete Karmarkar-Karp
16,0,Complete Karmarkar-Karp
16,2,Complete Karmarkar-Karp
16,4,Complete Karmarkar-Karp
2,95.16247736137540,QAOA
2,87.41006350238580,QAOA
2,92.03103678281510,QAOA
2,98.9964897643991,QAOA
2,93.42432378875520,QAOA
2,95.75022300689920,QAOA
2,92.57709609140160,QAOA
2,84.56457869359300,QAOA
2,91.47998987425000,QAOA
2,94.09432613042800,QAOA
2,95.17782098329280,QAOA
2,98.51746088962150,QAOA
2,91.97247325813220,QAOA
2,93.9306417936408,QAOA
2,93.520008712807,QAOA
2,99.73055167253740,QAOA
2,101.96122816395700,QAOA
2,96.56702144088070,QAOA
2,96.79566648431710,QAOA
2,97.69796988495350,QAOA
2,160.65634695947800,QAOA
2,430.6327873058950,QAOA
2,296.33829840469900,QAOA
2,315.12067766224400,QAOA
2,447.46490649243200,QAOA
2,444.7128600707460,QAOA
2,387.94826603149700,QAOA
2,457.1197569939980,QAOA
2,227.01776928163000,QAOA
2,426.7588056008590,QAOA
2,403.91804109968700,QAOA
2,114.55215431590800,QAOA
2,451.206207302992,QAOA
2,476.8542060445020,QAOA
2,246.2927761941770,QAOA
2,425.86083390793000,QAOA
2,474.5296017987770,QAOA
2,181.0127889057540,QAOA
2,347.224962270863,QAOA
2,460.81490958578500,QAOA
2,378.35740615226200,QAOA
2,345.4849243618750,QAOA
2,347.0850898621870,QAOA
2,207.43842637443900,QAOA
2,397.863505997876,QAOA
2,363.9343736676630,QAOA
2,283.8554224215240,QAOA
2,343.18418947329300,QAOA
2,313.34598847213900,QAOA
2,331.9985166867350,QAOA
2,389.92608477565200,QAOA
2,335.7268183126120,QAOA
2,309.2910887392190,QAOA
2,391.43712970344800,QAOA
2,388.61532281593700,QAOA
2,229.7461916732890,QAOA
2,321.26574685925700,QAOA
2,229.5423965266700,QAOA
2,368.6518079784470,QAOA
2,166.01678723444900,QAOA
2,171.06005080054900,QAOA
2,145.76459383113400,QAOA
2,138.29351581158200,QAOA
2,106.06615326148000,QAOA
2,72.8776706931176,QAOA
2,155.42837010290700,QAOA
2,119.78170548739500,QAOA
2,143.1708260097420,QAOA
2,131.8248682238060,QAOA
2,131.76236781535600,QAOA
2,128.78879233987500,QAOA
2,125.51289385813300,QAOA
2,134.9754300220940,QAOA
2,88.51447891060240,QAOA
2,131.6144421574390,QAOA
2,143.4375545540790,QAOA
2,167.85995848139300,QAOA
2,135.29086193911000,QAOA
2,213.5314232085860,QAOA
2,129.69870959644700,QAOA
2,276.61307144438600,QAOA
2,269.6677770716590,QAOA
2,242.57884693496000,QAOA
2,273.2377234913820,QAOA
2,276.72199874495000,QAOA
2,214.94508449330700,QAOA
2,275.7808434661770,QAOA
2,215.37317567498600,QAOA
2,263.66353844049000,QAOA
2,277.03776508710500,QAOA
2,277.4879090036940,QAOA
2,270.11339550447800,QAOA
2,265.11087962267200,QAOA
2,276.7576609475670,QAOA
2,277.1220233568190,QAOA
2,276.02968816547500,QAOA
2,269.24128127006300,QAOA
2,267.74686645941300,QAOA
2,273.83266356812200,QAOA
2,272.8301125269870,QAOA
2,247.57029620347800,QAOA
2,242.8650378858550,QAOA
2,393.2312612559610,QAOA
2,343.3042404700930,QAOA
2,398.68967315740600,QAOA
2,166.39586907953500,QAOA
2,279.31776205022800,QAOA
2,183.9621811343340,QAOA
2,395.5654412984550,QAOA
2,412.2486252485290,QAOA
2,365.75935591824900,QAOA
2,361.15481991685000,QAOA
2,412.82472398688700,QAOA
2,248.27243826498100,QAOA
2,410.554916818636,QAOA
2,314.7725361383970,QAOA
2,271.11656527585000,QAOA
2,348.01208840736700,QAOA
2,234.30655881356500,QAOA
2,402.7142759149830,QAOA
2,178.46899237495000,QAOA
2,203.13471078453600,QAOA
2,212.33481639946200,QAOA
2,217.80714189686700,QAOA
2,196.2522389155720,QAOA
2,247.42131753338200,QAOA
2,264.05084091714000,QAOA
2,212.38260489311800,QAOA
2,260.9293780364130,QAOA
2,257.08501650783100,QAOA
2,278.554374695272,QAOA
2,296.34452581940800,QAOA
2,250.4119980026100,QAOA
2,222.6409357325440,QAOA
2,126.49807970144200,QAOA
2,270.6060608824280,QAOA
2,234.27888198500700,QAOA
2,278.57790176340700,QAOA
2,214.34744384953100,QAOA
2,274.3190266740760,QAOA
2,126.4800265848130,QAOA
2,145.82972604011200,QAOA
2,142.94140916830700,QAOA
2,132.04266611009500,QAOA
2,145.59534930200800,QAOA
2,145.46507169098100,QAOA
2,141.97694751333600,QAOA
2,138.57214974129000,QAOA
2,133.82838962669400,QAOA
2,116.08997001526600,QAOA
2,141.21231984965100,QAOA
2,148.82990521046200,QAOA
2,136.7918288474990,QAOA
2,146.9893846458660,QAOA
2,145.70862093544700,QAOA
2,143.8255810075660,QAOA
2,140.13435869362000,QAOA
2,146.96131780464900,QAOA
2,143.54973832016400,QAOA
2,124.30923723944700,QAOA
2,70.92589609599710,QAOA
2,60.58971178128840,QAOA
2,88.58452772575930,QAOA
2,96.7443620744609,QAOA
2,95.0303063445846,QAOA
2,64.9023273770707,QAOA
2,93.31159220751750,QAOA
2,88.76132435155170,QAOA
2,96.55835335098010,QAOA
2,86.20691577639570,QAOA
2,96.39271906668180,QAOA
2,100.29957646526300,QAOA
2,96.69328795710850,QAOA
2,86.65569408232810,QAOA
2,80.23249195208570,QAOA
2,95.53634867513960,QAOA
2,89.96021344117000,QAOA
2,87.86120319351560,QAOA
2,86.31751454885830,QAOA
2,89.03393296113390,QAOA
2,89.50197474718110,QAOA
2,91.48662565208310,QAOA
2,82.5676438193996,QAOA
2,96.16181362744580,QAOA
2,91.91799884931790,QAOA
2,100.5996603366520,QAOA
2,99.6934796615803,QAOA
2,88.6981481964275,QAOA
2,101.76908348446500,QAOA
2,97.16075717099510,QAOA
2,100.19801391512700,QAOA
2,95.01811920644240,QAOA
2,97.0089785688791,QAOA
2,98.45808285097130,QAOA
2,101.91846557262100,QAOA
2,94.25634931997920,QAOA
2,100.62184635770100,QAOA
2,102.07884984534700,QAOA
2,82.7956869181365,QAOA
2,87.36802695981210,QAOA
2,187.0781455751740,QAOA
2,168.89867157450800,QAOA
2,87.88397140082660,QAOA
2,147.21573275301300,QAOA
2,205.4633565181660,QAOA
2,191.88837229808000,QAOA
2,184.82315681518300,QAOA
2,170.6719185154740,QAOA
2,182.5127591881330,QAOA
2,216.81962252623000,QAOA
2,197.927856704598,QAOA
